manifest_version,pool_name,object_id,sku,subset,source,source_uid,source_model_path,texture_root,format,material_slot_count,audit_status,notes,auditor,audit_time,semantic_probe_sampled,semantic_probe_status,semantic_probe_needed,semantic_stratum,selection_reason,review_flags,review_flag_count,review_status,review_priority,default_split,pool_role,include_in_default_train,include_in_default_eval,include_in_main_supervision,split_reason,avg_gt_roughness_std,avg_gt_roughness_span,avg_gt_metallic_std,avg_gt_metallic_span,avg_gt_metallic_mean
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_019b2a50efc594bfd2b3,B084HTZ2C6,ecommerce,abo_selected,abo_019b2a50efc594bfd2b3,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/6/B084HTZ2C6.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/6,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_01a3b26fff6b113b3401,B07B51QM99,ecommerce,abo_selected,abo_01a3b26fff6b113b3401,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B07B51QM99.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_01bdfedc2a606960c16a,B075Z8M2BW,ecommerce,abo_selected,abo_01bdfedc2a606960c16a,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W/B075Z8M2BW.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_01d3c95816a2700fedc9,B01LR5RG08,ecommerce,abo_selected,abo_01d3c95816a2700fedc9,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/8/B01LR5RG08.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/8,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_01ec0e174bb9dd540d18,B075HX9TCW,ecommerce,abo_selected,abo_01ec0e174bb9dd540d18,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W/B075HX9TCW.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_01fbb7c1846932d36fa7,B073PB1H88,ecommerce,abo_selected,abo_01fbb7c1846932d36fa7,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/8/B073PB1H88.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/8,glb,1,A_ready,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_01ff0812b13e52aef4d1,B0853NDBRR,ecommerce,abo_selected,abo_01ff0812b13e52aef4d1,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/R/B0853NDBRR.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/R,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_0207d6cc881b9a887bd4,B071LQHW1P,ecommerce,abo_selected,abo_0207d6cc881b9a887bd4,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P/B071LQHW1P.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_021a9c4e71499e0c22a2,B07HKFRV55,ecommerce,abo_selected,abo_021a9c4e71499e0c22a2,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5/B07HKFRV55.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_026bfeec625bcb48bff0,B075QDGZX9,ecommerce,abo_selected,abo_026bfeec625bcb48bff0,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B075QDGZX9.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9,glb,1,A_ready,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_029a52c56d17bc34e972,B075QFCZ1Z,ecommerce,abo_selected,abo_029a52c56d17bc34e972,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z/B075QFCZ1Z.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_02bcd59355f6c67037a2,B07P5LNYDJ,ecommerce,abo_selected,abo_02bcd59355f6c67037a2,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/J/B07P5LNYDJ.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/J,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_02db5ff02f29a323033e,B084W2VXYK,ecommerce,abo_selected,abo_02db5ff02f29a323033e,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/K/B084W2VXYK.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/K,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_030bf5edac0290253b3c,B0853VY3JP,ecommerce,abo_selected,abo_030bf5edac0290253b3c,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P/B0853VY3JP.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_0320d8e56828b32fc837,B07JQ4Q9S1,ecommerce,abo_selected,abo_0320d8e56828b32fc837,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/1/B07JQ4Q9S1.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/1,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_0327496bf8535c62e956,B0742FPL25,ecommerce,abo_selected,abo_0327496bf8535c62e956,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5/B0742FPL25.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_0342708097c1d47d57bf,B07B4SB2D9,ecommerce,abo_selected,abo_0342708097c1d47d57bf,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B07B4SB2D9.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,test,main_supervision,false,true,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_034341e587325c751402,B07JQZ7ZGW,ecommerce,abo_selected,abo_034341e587325c751402,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W/B07JQZ7ZGW.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_037228615e8fa47fe9a6,B07J2R9TVF,ecommerce,abo_selected,abo_037228615e8fa47fe9a6,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/F/B07J2R9TVF.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/F,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,test,main_supervision,false,true,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_0384757ab6aa9e75220b,B07K6RH9H9,ecommerce,abo_selected,abo_0384757ab6aa9e75220b,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B07K6RH9H9.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9,glb,1,A_ready,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,true,review_needed,true,single_material_texture_only,cover_texture_only_cases,semantic_probe_needed;constant_like_roughness_review;metallic_near_zero_review;low_semantic_variation,4,needs_review,high,train,main_supervision,true,false,true,review_flagged_train_keep_policy,0.022677,0.003922,0.001931,0.003922,0.001620
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_03993879a71d25fa597f,B07124WMZZ,ecommerce,abo_selected,abo_03993879a71d25fa597f,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z/B07124WMZZ.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_03c0a38b658a4360a6b2,B0719STLKT,ecommerce,abo_selected,abo_03c0a38b658a4360a6b2,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/T/B0719STLKT.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/T,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_03cf8c64c7580f262b20,B084DQ9VWM,ecommerce,abo_selected,abo_03cf8c64c7580f262b20,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/M/B084DQ9VWM.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/M,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_03db45cc09ee7b1bf655,B0719STF8C,ecommerce,abo_selected,abo_03db45cc09ee7b1bf655,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/C/B0719STF8C.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/C,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_03dddc9526c19d17e0c4,B08568W6MS,ecommerce,abo_selected,abo_03dddc9526c19d17e0c4,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/S/B08568W6MS.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/S,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_03f92ea1fbf24e11692e,B07B4GQ95L,ecommerce,abo_selected,abo_03f92ea1fbf24e11692e,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/L/B07B4GQ95L.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/L,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_041cc110614a22d37179,B07R3T74J7,ecommerce,abo_selected,abo_041cc110614a22d37179,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/7/B07R3T74J7.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/7,glb,1,A_ready,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_04a83e57072a184472fb,B075HXLWRL,ecommerce,abo_selected,abo_04a83e57072a184472fb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/L/B075HXLWRL.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/L,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_050a6d7875d09c8d5d05,B079TXJV35,ecommerce,abo_selected,abo_050a6d7875d09c8d5d05,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5/B079TXJV35.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_053928d9f935170204ec,B07B8B3NPQ,ecommerce,abo_selected,abo_053928d9f935170204ec,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Q/B07B8B3NPQ.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Q,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,true,sampled_clean,false,single_material_factor_texture,cover_factor_texture_majority_cases,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,0.200220,0.481046,0.402670,0.873203,0.585944
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_0549b99ed52855ff42bc,B073GC43L7,ecommerce,abo_selected,abo_0549b99ed52855ff42bc,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/7/B073GC43L7.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/7,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
mini_v1_abo_ecommerce_v0.1,mini_v1_candidate_pool,abo_0554b72a7c2459aa98c6,B073P648NH,ecommerce,abo_selected,abo_0554b72a7c2459aa98c6,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/H/B073P648NH.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/H,glb,1,A_ready,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,second_pass_glb_json_probe_v1,2026-04-16T04:23:52Z,false,not_sampled,false,,,,0,none,none,train,main_supervision,true,false,true,deterministic_material_slot_stratified_holdout,,,,,
