pool_name,source_name,object_id,source_uid,source_model_path,format,license_bucket,local_asset_status,blender_compatible,has_mesh,has_uv,has_albedo,has_roughness,has_metallic,needs_conversion,needs_material_bake,structure_status,semantic_status,pool_a_status,highlight_material_class,material_class_source,review_status,priority_bucket,notes
pool_A_direct_object_supervision,ABO_locked_core,abo_000996dae516e9f3a4a7,abo_000996dae516e9f3a4a7,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/4/B07NYSH2S4.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,flagged,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,needs_review,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_01a3b26fff6b113b3401,abo_01a3b26fff6b113b3401,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B07B51QM99.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_01bdfedc2a606960c16a,abo_01bdfedc2a606960c16a,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W/B075Z8M2BW.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_01d3c95816a2700fedc9,abo_01d3c95816a2700fedc9,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/8/B01LR5RG08.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_01ec0e174bb9dd540d18,abo_01ec0e174bb9dd540d18,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W/B075HX9TCW.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_01fbb7c1846932d36fa7,abo_01fbb7c1846932d36fa7,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/8/B073PB1H88.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture
pool_A_direct_object_supervision,ABO_locked_core,abo_01ff0812b13e52aef4d1,abo_01ff0812b13e52aef4d1,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/R/B0853NDBRR.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_0207d6cc881b9a887bd4,abo_0207d6cc881b9a887bd4,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P/B071LQHW1P.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_021a9c4e71499e0c22a2,abo_021a9c4e71499e0c22a2,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5/B07HKFRV55.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_026bfeec625bcb48bff0,abo_026bfeec625bcb48bff0,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B075QDGZX9.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture
pool_A_direct_object_supervision,ABO_locked_core,abo_029a52c56d17bc34e972,abo_029a52c56d17bc34e972,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z/B075QFCZ1Z.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_02bcd59355f6c67037a2,abo_02bcd59355f6c67037a2,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/J/B07P5LNYDJ.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_02db5ff02f29a323033e,abo_02db5ff02f29a323033e,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/K/B084W2VXYK.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_030bf5edac0290253b3c,abo_030bf5edac0290253b3c,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P/B0853VY3JP.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_0320d8e56828b32fc837,abo_0320d8e56828b32fc837,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/1/B07JQ4Q9S1.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_0327496bf8535c62e956,abo_0327496bf8535c62e956,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5/B0742FPL25.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_0342708097c1d47d57bf,abo_0342708097c1d47d57bf,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B07B4SB2D9.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_034341e587325c751402,abo_034341e587325c751402,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W/B07JQZ7ZGW.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_037228615e8fa47fe9a6,abo_037228615e8fa47fe9a6,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/F/B07J2R9TVF.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_0384757ab6aa9e75220b,abo_0384757ab6aa9e75220b,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B07K6RH9H9.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,flagged,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,needs_review,core_locked,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture
pool_A_direct_object_supervision,ABO_locked_core,abo_03993879a71d25fa597f,abo_03993879a71d25fa597f,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z/B07124WMZZ.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_03c0a38b658a4360a6b2,abo_03c0a38b658a4360a6b2,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/T/B0719STLKT.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_03cf8c64c7580f262b20,abo_03cf8c64c7580f262b20,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/M/B084DQ9VWM.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_03db45cc09ee7b1bf655,abo_03db45cc09ee7b1bf655,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/C/B0719STF8C.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_03dddc9526c19d17e0c4,abo_03dddc9526c19d17e0c4,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/S/B08568W6MS.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_03f92ea1fbf24e11692e,abo_03f92ea1fbf24e11692e,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/L/B07B4GQ95L.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_041cc110614a22d37179,abo_041cc110614a22d37179,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/7/B07R3T74J7.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture
pool_A_direct_object_supervision,ABO_locked_core,abo_04a83e57072a184472fb,abo_04a83e57072a184472fb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/L/B075HXLWRL.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_050a6d7875d09c8d5d05,abo_050a6d7875d09c8d5d05,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5/B079TXJV35.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_053928d9f935170204ec,abo_053928d9f935170204ec,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Q/B07B8B3NPQ.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,checked_clean,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_0549b99ed52855ff42bc,abo_0549b99ed52855ff42bc,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/7/B073GC43L7.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_0554b72a7c2459aa98c6,abo_0554b72a7c2459aa98c6,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/H/B073P648NH.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_057884490744b4a054dc,abo_057884490744b4a054dc,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z/B07PC15Z8Z.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_05801b7fd29238fb5589,abo_05801b7fd29238fb5589,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/J/B071W2SCTJ.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_05928cf2fa86155d8086,abo_05928cf2fa86155d8086,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/V/B07JPLHFLV.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_05a1857de5bd3283f1ac,abo_05a1857de5bd3283f1ac,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/V/B07B8FHTMV.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_05a73d89db79631c58f8,abo_05a73d89db79631c58f8,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/S/B071W5VJ7S.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_05c81a1017422abe32a0,abo_05c81a1017422abe32a0,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B07QCQ37F9.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_05e286d54855da4c4333,abo_05e286d54855da4c4333,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P/B07WDYVQCP.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_061e0fa0e6cccd0af5aa,abo_061e0fa0e6cccd0af5aa,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/R/B075X4T5RR.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_061f1aba5f985915cd90,abo_061f1aba5f985915cd90,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/T/B07124WCKT.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_0620a691dc40c8cf8264,abo_0620a691dc40c8cf8264,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/C/B07JXDPKGC.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_064eb53dbf839ea51d45,abo_064eb53dbf839ea51d45,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P/B07B4ZFBWP.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_06aa8685848bf4004144,abo_06aa8685848bf4004144,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/3/B07QHYF1L3.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_06c66fff17d5dda91404,abo_06c66fff17d5dda91404,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Q/B07QGFZWSQ.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_0737faa4dcc4bbc38cff,abo_0737faa4dcc4bbc38cff,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/M/B073P6HGVM.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_073ef75f71ceb7be9406,abo_073ef75f71ceb7be9406,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/V/B07QFRSCBV.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
pool_A_direct_object_supervision,ABO_locked_core,abo_0798a52c36ac67a94c59,abo_0798a52c36ac67a94c59,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/4/B07Y5Y1264.glb,glb,cc_by_nc_4_0,available,true,true,true,true,true,true,false,false,A_ready,not_sampled,core_A_ready_locked,pending_classification_pass,core_locked_semantic_pool,none,core_locked,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture
