object_id,subset,source,source_uid,source_model_path,texture_root,format,has_mesh,has_uv,has_albedo,has_normal,has_roughness,has_metallic,roughness_valid,metallic_valid,material_slot_count,needs_conversion,needs_material_bake,audit_status,reject_reason,license,notes,audit_time,auditor
abo_000996dae516e9f3a4a7,ecommerce,abo_selected,abo_000996dae516e9f3a4a7,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/4/B07NYSH2S4.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/4,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_01a3b26fff6b113b3401,ecommerce,abo_selected,abo_01a3b26fff6b113b3401,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B07B51QM99.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_01bdfedc2a606960c16a,ecommerce,abo_selected,abo_01bdfedc2a606960c16a,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W/B075Z8M2BW.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_01d3c95816a2700fedc9,ecommerce,abo_selected,abo_01d3c95816a2700fedc9,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/8/B01LR5RG08.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/8,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_01ec0e174bb9dd540d18,ecommerce,abo_selected,abo_01ec0e174bb9dd540d18,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W/B075HX9TCW.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_01fbb7c1846932d36fa7,ecommerce,abo_selected,abo_01fbb7c1846932d36fa7,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/8/B073PB1H88.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/8,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_01ff0812b13e52aef4d1,ecommerce,abo_selected,abo_01ff0812b13e52aef4d1,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/R/B0853NDBRR.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/R,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_0207d6cc881b9a887bd4,ecommerce,abo_selected,abo_0207d6cc881b9a887bd4,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P/B071LQHW1P.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_021a9c4e71499e0c22a2,ecommerce,abo_selected,abo_021a9c4e71499e0c22a2,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5/B07HKFRV55.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_026bfeec625bcb48bff0,ecommerce,abo_selected,abo_026bfeec625bcb48bff0,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B075QDGZX9.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_029a52c56d17bc34e972,ecommerce,abo_selected,abo_029a52c56d17bc34e972,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z/B075QFCZ1Z.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_02bcd59355f6c67037a2,ecommerce,abo_selected,abo_02bcd59355f6c67037a2,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/J/B07P5LNYDJ.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/J,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_02db5ff02f29a323033e,ecommerce,abo_selected,abo_02db5ff02f29a323033e,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/K/B084W2VXYK.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/K,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_030bf5edac0290253b3c,ecommerce,abo_selected,abo_030bf5edac0290253b3c,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P/B0853VY3JP.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_0320d8e56828b32fc837,ecommerce,abo_selected,abo_0320d8e56828b32fc837,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/1/B07JQ4Q9S1.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/1,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_0327496bf8535c62e956,ecommerce,abo_selected,abo_0327496bf8535c62e956,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5/B0742FPL25.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_0342708097c1d47d57bf,ecommerce,abo_selected,abo_0342708097c1d47d57bf,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B07B4SB2D9.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_034341e587325c751402,ecommerce,abo_selected,abo_034341e587325c751402,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W/B07JQZ7ZGW.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/W,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_037228615e8fa47fe9a6,ecommerce,abo_selected,abo_037228615e8fa47fe9a6,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/F/B07J2R9TVF.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/F,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_0384757ab6aa9e75220b,ecommerce,abo_selected,abo_0384757ab6aa9e75220b,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B07K6RH9H9.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_03993879a71d25fa597f,ecommerce,abo_selected,abo_03993879a71d25fa597f,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z/B07124WMZZ.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_03c0a38b658a4360a6b2,ecommerce,abo_selected,abo_03c0a38b658a4360a6b2,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/T/B0719STLKT.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/T,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_03cf8c64c7580f262b20,ecommerce,abo_selected,abo_03cf8c64c7580f262b20,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/M/B084DQ9VWM.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/M,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_03db45cc09ee7b1bf655,ecommerce,abo_selected,abo_03db45cc09ee7b1bf655,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/C/B0719STF8C.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/C,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_03dddc9526c19d17e0c4,ecommerce,abo_selected,abo_03dddc9526c19d17e0c4,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/S/B08568W6MS.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/S,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_03f92ea1fbf24e11692e,ecommerce,abo_selected,abo_03f92ea1fbf24e11692e,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/L/B07B4GQ95L.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/L,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_041cc110614a22d37179,ecommerce,abo_selected,abo_041cc110614a22d37179,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/7/B07R3T74J7.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/7,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=texture; roughness=texture; metallic=texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_04a83e57072a184472fb,ecommerce,abo_selected,abo_04a83e57072a184472fb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/L/B075HXLWRL.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/L,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_050a6d7875d09c8d5d05,ecommerce,abo_selected,abo_050a6d7875d09c8d5d05,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5/B079TXJV35.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/5,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_053928d9f935170204ec,ecommerce,abo_selected,abo_053928d9f935170204ec,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Q/B07B8B3NPQ.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Q,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_0549b99ed52855ff42bc,ecommerce,abo_selected,abo_0549b99ed52855ff42bc,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/7/B073GC43L7.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/7,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_0554b72a7c2459aa98c6,ecommerce,abo_selected,abo_0554b72a7c2459aa98c6,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/H/B073P648NH.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/H,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_057884490744b4a054dc,ecommerce,abo_selected,abo_057884490744b4a054dc,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z/B07PC15Z8Z.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Z,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_05801b7fd29238fb5589,ecommerce,abo_selected,abo_05801b7fd29238fb5589,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/J/B071W2SCTJ.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/J,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_05928cf2fa86155d8086,ecommerce,abo_selected,abo_05928cf2fa86155d8086,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/V/B07JPLHFLV.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/V,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_05a1857de5bd3283f1ac,ecommerce,abo_selected,abo_05a1857de5bd3283f1ac,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/V/B07B8FHTMV.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/V,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_05a73d89db79631c58f8,ecommerce,abo_selected,abo_05a73d89db79631c58f8,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/S/B071W5VJ7S.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/S,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_05c81a1017422abe32a0,ecommerce,abo_selected,abo_05c81a1017422abe32a0,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9/B07QCQ37F9.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/9,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_05e286d54855da4c4333,ecommerce,abo_selected,abo_05e286d54855da4c4333,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P/B07WDYVQCP.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_061e0fa0e6cccd0af5aa,ecommerce,abo_selected,abo_061e0fa0e6cccd0af5aa,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/R/B075X4T5RR.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/R,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_061f1aba5f985915cd90,ecommerce,abo_selected,abo_061f1aba5f985915cd90,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/T/B07124WCKT.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/T,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_0620a691dc40c8cf8264,ecommerce,abo_selected,abo_0620a691dc40c8cf8264,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/C/B07JXDPKGC.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/C,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_064eb53dbf839ea51d45,ecommerce,abo_selected,abo_064eb53dbf839ea51d45,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P/B07B4ZFBWP.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/P,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_06aa8685848bf4004144,ecommerce,abo_selected,abo_06aa8685848bf4004144,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/3/B07QHYF1L3.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/3,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_06c66fff17d5dda91404,ecommerce,abo_selected,abo_06c66fff17d5dda91404,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Q/B07QGFZWSQ.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/Q,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
abo_0737faa4dcc4bbc38cff,ecommerce,abo_selected,abo_0737faa4dcc4bbc38cff,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/M/B073P6HGVM.glb,/4T/CXY/Neural_Gaffer_original/external_sources/downloads/abo_selected/M,glb,true,true,true,true,true,true,true,true,1,false,false,A_ready,,,uv_and_pbr_channels_present; albedo=factor+texture; roughness=factor+texture; metallic=factor+texture,2026-04-16T04:23:52Z,second_pass_glb_json_probe_v1
